body_type,sex,diet,transport_mode,vehicle_type,vehicle_monthly_km,daily_screen_hours,daily_internet_hours,heating_source,energy_efficient,air_travel_frequency,monthly_grocery_bill,waste_bags_per_week,carbon_emission_kg,screen_category
obese,female,vegetarian,walk/bicycle,None,20,24,6,natural gas,Yes,never,200,3,1238,High Screen Time (>6h)
underweight,male,vegan,walk/bicycle,None,82,24,5,coal,No,very frequently,222,3,2876,High Screen Time (>6h)
overweight,female,vegan,public,None,1240,7,24,electricity,Yes,frequently,94,3,1468,High Screen Time (>6h)
overweight,female,vegetarian,public,None,1931,11,23,coal,Yes,rarely,272,1,1625,High Screen Time (>6h)
normal,male,vegan,private,lpg,664,20,22,coal,Yes,rarely,130,7,1996,High Screen Time (>6h)
obese,female,pescatarian,private,diesel,8246,5,17,natural gas,No,frequently,110,2,4099,Low Screen Time (≤6h)
overweight,male,vegan,public,None,37,21,0,natural gas,Sometimes,rarely,290,2,1255,High Screen Time (>6h)
overweight,male,vegetarian,private,electric,6159,21,0,coal,No,rarely,181,2,1432,High Screen Time (>6h)
normal,female,omnivore,private,hybrid,9131,16,21,coal,Sometimes,never,127,4,3234,High Screen Time (>6h)
normal,female,pescatarian,public,None,337,10,18,electricity,Sometimes,rarely,174,3,1163,High Screen Time (>6h)
obese,female,pescatarian,walk/bicycle,None,98,22,8,coal,No,frequently,268,5,2678,High Screen Time (>6h)
overweight,male,vegan,private,electric,9197,11,22,coal,Sometimes,rarely,176,6,2366,High Screen Time (>6h)
normal,female,vegan,public,None,1043,12,17,electricity,Sometimes,frequently,289,4,1532,High Screen Time (>6h)
obese,male,vegan,public,None,421,11,22,natural gas,No,very frequently,52,2,3301,High Screen Time (>6h)
underweight,male,vegetarian,walk/bicycle,None,30,13,7,electricity,Sometimes,very frequently,66,2,2233,High Screen Time (>6h)
obese,male,pescatarian,walk/bicycle,None,28,5,11,natural gas,No,frequently,155,2,2271,Low Screen Time (≤6h)
obese,male,omnivore,walk/bicycle,None,78,15,24,electricity,No,very frequently,230,7,3371,High Screen Time (>6h)
overweight,male,vegetarian,public,None,1044,13,8,wood,Sometimes,rarely,205,1,1220,High Screen Time (>6h)
normal,male,omnivore,private,petrol,5000,18,18,wood,Sometimes,very frequently,208,2,4219,High Screen Time (>6h)
overweight,male,vegetarian,private,diesel,2948,9,9,coal,Sometimes,very frequently,203,1,4061,High Screen Time (>6h)
obese,female,omnivore,walk/bicycle,None,40,23,3,wood,Sometimes,very frequently,123,5,2926,High Screen Time (>6h)
normal,male,vegetarian,private,electric,5469,2,22,wood,No,rarely,59,2,1601,Low Screen Time (≤6h)
obese,female,vegan,public,None,1863,14,18,natural gas,No,very frequently,132,7,2562,High Screen Time (>6h)
overweight,female,vegetarian,private,diesel,8263,16,18,natural gas,Yes,very frequently,273,6,4726,High Screen Time (>6h)
normal,male,omnivore,private,petrol,9616,23,19,coal,No,rarely,105,6,5314,High Screen Time (>6h)
normal,female,omnivore,public,None,685,20,11,wood,Sometimes,never,275,5,1934,High Screen Time (>6h)
overweight,male,pescatarian,public,None,1791,6,12,electricity,Yes,rarely,50,7,2061,Low Screen Time (≤6h)
underweight,male,omnivore,public,None,722,6,3,natural gas,No,never,120,2,1084,Low Screen Time (≤6h)
underweight,female,vegan,public,None,870,1,17,electricity,No,rarely,259,5,1198,Low Screen Time (≤6h)
obese,male,pescatarian,private,diesel,7961,4,20,natural gas,Sometimes,rarely,51,7,4159,Low Screen Time (≤6h)
normal,female,vegan,private,lpg,7713,0,10,electricity,Yes,very frequently,235,1,3599,Low Screen Time (≤6h)
overweight,male,pescatarian,walk/bicycle,None,56,23,13,wood,No,never,169,4,1728,High Screen Time (>6h)
overweight,female,vegetarian,walk/bicycle,None,4,8,3,electricity,No,very frequently,67,5,2340,High Screen Time (>6h)
underweight,female,omnivore,private,electric,5788,11,8,electricity,Yes,rarely,219,3,1172,High Screen Time (>6h)
overweight,male,vegetarian,walk/bicycle,None,42,13,14,coal,No,rarely,80,7,1566,High Screen Time (>6h)
underweight,male,pescatarian,public,None,1772,9,13,wood,Yes,never,175,6,1983,High Screen Time (>6h)
normal,male,vegan,public,None,123,1,12,electricity,Sometimes,rarely,134,4,956,Low Screen Time (≤6h)
underweight,female,vegan,private,diesel,3782,22,8,electricity,Sometimes,very frequently,75,7,3207,High Screen Time (>6h)
underweight,female,vegetarian,walk/bicycle,None,80,5,5,electricity,No,never,244,4,611,Low Screen Time (≤6h)
underweight,male,vegan,private,diesel,2323,3,11,coal,Sometimes,never,160,6,2079,Low Screen Time (≤6h)
underweight,male,vegan,private,diesel,6081,6,17,natural gas,Yes,never,203,7,2803,Low Screen Time (≤6h)
underweight,female,vegan,walk/bicycle,None,1,17,17,natural gas,Yes,rarely,257,2,1389,High Screen Time (>6h)
overweight,male,omnivore,private,petrol,5192,13,11,coal,Yes,never,238,6,4276,High Screen Time (>6h)
underweight,male,omnivore,private,hybrid,7794,7,24,wood,No,frequently,243,5,3339,High Screen Time (>6h)
normal,male,omnivore,walk/bicycle,None,97,8,17,electricity,Yes,very frequently,150,1,2491,High Screen Time (>6h)
overweight,female,pescatarian,public,None,84,8,9,natural gas,Sometimes,never,228,2,1183,High Screen Time (>6h)
underweight,female,omnivore,public,None,911,23,23,natural gas,Sometimes,very frequently,133,1,2048,High Screen Time (>6h)
underweight,female,omnivore,private,lpg,2856,21,12,wood,Yes,very frequently,249,7,3522,High Screen Time (>6h)
underweight,female,vegan,public,None,1600,19,1,electricity,No,frequently,53,4,1447,High Screen Time (>6h)
overweight,female,pescatarian,public,None,1480,16,12,electricity,No,frequently,273,6,2093,High Screen Time (>6h)
underweight,male,omnivore,private,petrol,2243,0,2,natural gas,Sometimes,never,216,2,1761,Low Screen Time (≤6h)
overweight,female,pescatarian,private,hybrid,8904,12,14,electricity,Yes,never,180,2,2235,High Screen Time (>6h)
normal,female,pescatarian,walk/bicycle,None,15,18,3,coal,Sometimes,frequently,161,2,1825,High Screen Time (>6h)
underweight,male,omnivore,public,None,1152,0,1,natural gas,No,never,232,3,1765,Low Screen Time (≤6h)
underweight,male,vegan,public,None,1636,4,2,coal,No,never,108,1,1423,Low Screen Time (≤6h)
normal,female,omnivore,public,None,918,15,9,coal,Sometimes,very frequently,279,1,2956,High Screen Time (>6h)
overweight,male,vegan,walk/bicycle,None,4,1,8,electricity,Sometimes,frequently,68,3,1554,Low Screen Time (≤6h)
normal,female,pescatarian,public,None,1381,11,21,natural gas,Sometimes,never,191,3,1352,High Screen Time (>6h)
underweight,female,vegetarian,private,petrol,3436,21,3,wood,No,frequently,121,7,2785,High Screen Time (>6h)
overweight,female,omnivore,public,None,1678,4,2,coal,Sometimes,very frequently,287,5,3019,Low Screen Time (≤6h)
underweight,female,omnivore,walk/bicycle,None,26,6,15,electricity,Sometimes,frequently,58,6,1420,Low Screen Time (≤6h)
normal,female,pescatarian,public,None,576,19,15,wood,No,never,219,7,1389,High Screen Time (>6h)
normal,female,omnivore,private,hybrid,5177,5,6,wood,Sometimes,very frequently,231,2,3238,Low Screen Time (≤6h)
overweight,male,vegan,walk/bicycle,None,90,3,13,coal,No,very frequently,131,4,3781,Low Screen Time (≤6h)
overweight,male,omnivore,walk/bicycle,None,20,15,0,natural gas,Sometimes,never,168,1,946,High Screen Time (>6h)
obese,male,pescatarian,public,None,180,14,4,electricity,Yes,never,134,2,1338,High Screen Time (>6h)
overweight,male,vegan,walk/bicycle,None,7,1,5,electricity,Sometimes,rarely,103,4,924,Low Screen Time (≤6h)
obese,male,omnivore,walk/bicycle,None,2,22,21,wood,Yes,never,166,5,2787,High Screen Time (>6h)
overweight,male,vegetarian,public,None,381,15,10,natural gas,No,rarely,217,4,2187,High Screen Time (>6h)
underweight,female,vegan,public,None,959,5,23,coal,Yes,never,190,7,1361,Low Screen Time (≤6h)
obese,female,vegan,public,None,1563,6,24,wood,No,very frequently,284,1,2744,Low Screen Time (≤6h)
normal,female,vegan,walk/bicycle,None,21,1,20,natural gas,Sometimes,never,125,2,917,Low Screen Time (≤6h)
underweight,male,vegan,public,None,389,15,21,coal,No,rarely,96,2,1683,High Screen Time (>6h)
overweight,female,vegetarian,walk/bicycle,None,68,24,15,wood,Yes,rarely,261,2,1395,High Screen Time (>6h)
normal,male,vegetarian,private,lpg,8277,10,7,natural gas,Yes,very frequently,268,3,4584,High Screen Time (>6h)
underweight,female,omnivore,walk/bicycle,None,40,22,8,wood,No,never,116,7,1790,High Screen Time (>6h)
underweight,male,vegan,public,None,1463,4,15,electricity,Yes,never,262,3,609,Low Screen Time (≤6h)
obese,male,vegetarian,public,None,1234,7,1,electricity,No,frequently,175,4,2286,High Screen Time (>6h)
obese,female,pescatarian,public,None,1783,11,0,natural gas,Sometimes,rarely,182,3,1618,High Screen Time (>6h)
obese,male,vegetarian,private,lpg,7003,18,6,electricity,Yes,never,272,2,3310,High Screen Time (>6h)
normal,female,omnivore,private,hybrid,9787,5,6,wood,Yes,very frequently,64,4,3277,Low Screen Time (≤6h)
underweight,female,vegetarian,walk/bicycle,None,91,2,12,natural gas,No,frequently,200,4,1654,Low Screen Time (≤6h)
underweight,male,vegetarian,private,electric,5997,21,21,wood,Sometimes,frequently,128,1,1547,High Screen Time (>6h)
underweight,female,vegan,private,diesel,8394,10,19,coal,Yes,very frequently,50,5,3812,High Screen Time (>6h)
underweight,female,vegetarian,private,electric,7755,17,3,natural gas,Yes,never,242,6,1367,High Screen Time (>6h)
obese,male,pescatarian,private,petrol,3841,1,9,natural gas,No,frequently,263,1,3824,Low Screen Time (≤6h)
underweight,female,vegan,private,petrol,9819,5,17,wood,Sometimes,never,270,4,4086,Low Screen Time (≤6h)
overweight,male,vegan,walk/bicycle,None,14,19,19,natural gas,Sometimes,rarely,272,4,1341,High Screen Time (>6h)
underweight,female,vegan,private,electric,6440,5,3,natural gas,Yes,rarely,174,3,1373,Low Screen Time (≤6h)
normal,male,pescatarian,walk/bicycle,None,49,7,17,wood,Yes,rarely,105,5,1737,High Screen Time (>6h)
underweight,male,pescatarian,public,None,1727,20,10,electricity,No,very frequently,118,5,2702,High Screen Time (>6h)
underweight,male,pescatarian,public,None,346,9,14,coal,Yes,never,98,2,1532,High Screen Time (>6h)
obese,male,omnivore,private,diesel,454,16,13,wood,Yes,very frequently,64,3,3311,High Screen Time (>6h)
overweight,female,omnivore,private,diesel,3349,10,16,wood,Yes,frequently,77,5,2189,High Screen Time (>6h)
obese,male,pescatarian,private,hybrid,6445,6,4,wood,No,never,182,4,3095,Low Screen Time (≤6h)
obese,female,vegan,private,petrol,7994,0,6,electricity,No,rarely,241,5,4492,Low Screen Time (≤6h)
underweight,female,vegetarian,walk/bicycle,None,66,15,6,wood,Sometimes,rarely,123,6,1072,High Screen Time (>6h)
overweight,male,vegetarian,private,petrol,49,14,24,electricity,Yes,very frequently,112,1,2529,High Screen Time (>6h)
obese,female,vegetarian,private,lpg,441,2,14,coal,Sometimes,rarely,283,7,1693,Low Screen Time (≤6h)
overweight,female,omnivore,walk/bicycle,None,38,15,18,wood,Yes,very frequently,60,5,2228,High Screen Time (>6h)
normal,male,omnivore,public,None,1493,16,24,coal,No,never,250,4,1928,High Screen Time (>6h)
obese,male,vegetarian,private,lpg,8676,11,13,natural gas,Sometimes,frequently,60,2,4606,High Screen Time (>6h)
underweight,female,omnivore,private,hybrid,8074,11,2,wood,Sometimes,frequently,75,1,2523,High Screen Time (>6h)
obese,male,pescatarian,walk/bicycle,None,39,20,5,coal,Sometimes,never,78,5,1301,High Screen Time (>6h)
obese,male,vegetarian,public,None,710,19,6,natural gas,Sometimes,never,233,4,2244,High Screen Time (>6h)
obese,male,vegetarian,walk/bicycle,None,98,5,7,coal,Sometimes,very frequently,129,4,2774,Low Screen Time (≤6h)
underweight,male,vegan,walk/bicycle,None,36,13,16,coal,Sometimes,never,189,7,1172,High Screen Time (>6h)
overweight,female,omnivore,walk/bicycle,None,31,21,18,natural gas,No,rarely,88,2,1155,High Screen Time (>6h)
normal,male,omnivore,walk/bicycle,None,38,8,1,coal,No,never,273,3,1890,High Screen Time (>6h)
obese,male,vegetarian,public,None,1206,7,7,coal,No,very frequently,91,4,3620,High Screen Time (>6h)
normal,female,pescatarian,public,None,52,13,11,wood,Sometimes,very frequently,109,7,2427,High Screen Time (>6h)
obese,female,omnivore,private,lpg,9244,13,18,natural gas,Sometimes,rarely,186,2,3876,High Screen Time (>6h)
obese,male,pescatarian,walk/bicycle,None,13,5,12,wood,Sometimes,rarely,137,6,1980,Low Screen Time (≤6h)
overweight,male,vegetarian,public,None,1594,2,20,natural gas,No,rarely,226,5,2247,Low Screen Time (≤6h)
normal,male,vegan,private,diesel,1722,13,22,electricity,Sometimes,very frequently,257,2,2408,High Screen Time (>6h)
obese,male,vegetarian,private,lpg,7762,7,22,wood,Yes,very frequently,153,6,5500,High Screen Time (>6h)
overweight,male,pescatarian,walk/bicycle,None,46,2,10,coal,No,very frequently,215,3,3558,Low Screen Time (≤6h)
normal,male,pescatarian,private,lpg,8716,14,15,natural gas,Sometimes,very frequently,218,4,5236,High Screen Time (>6h)
overweight,male,vegetarian,public,None,68,17,12,natural gas,Yes,very frequently,54,1,2737,High Screen Time (>6h)
obese,male,vegan,public,None,304,22,11,wood,Yes,rarely,193,3,1705,High Screen Time (>6h)
underweight,male,vegan,walk/bicycle,None,65,15,4,electricity,Yes,frequently,69,5,1363,High Screen Time (>6h)
underweight,female,omnivore,walk/bicycle,None,82,21,4,electricity,Yes,never,275,1,730,High Screen Time (>6h)
overweight,female,omnivore,private,diesel,862,16,24,wood,No,very frequently,156,4,3114,High Screen Time (>6h)
overweight,female,vegetarian,walk/bicycle,None,12,19,20,electricity,Yes,rarely,296,2,1216,High Screen Time (>6h)
overweight,female,omnivore,walk/bicycle,None,9,6,9,natural gas,Yes,never,289,7,1651,Low Screen Time (≤6h)
underweight,female,omnivore,private,electric,6736,16,22,electricity,No,rarely,79,4,1347,High Screen Time (>6h)
normal,female,vegetarian,public,None,655,2,1,coal,No,rarely,101,7,1419,Low Screen Time (≤6h)
normal,female,pescatarian,private,petrol,9333,21,13,electricity,No,frequently,273,5,4807,High Screen Time (>6h)
normal,female,omnivore,public,None,821,7,15,wood,Yes,frequently,265,5,2141,High Screen Time (>6h)
overweight,female,vegan,public,None,977,14,13,electricity,No,very frequently,271,4,2414,High Screen Time (>6h)
obese,male,vegetarian,walk/bicycle,None,56,16,20,natural gas,Sometimes,rarely,82,3,1266,High Screen Time (>6h)
underweight,male,omnivore,private,hybrid,9549,8,17,electricity,Yes,never,197,5,3136,High Screen Time (>6h)
overweight,female,pescatarian,private,petrol,3443,23,10,coal,Yes,rarely,192,1,2887,High Screen Time (>6h)
obese,male,vegetarian,walk/bicycle,None,3,15,11,electricity,Sometimes,frequently,255,3,1826,High Screen Time (>6h)
overweight,female,vegetarian,walk/bicycle,None,79,22,3,electricity,Sometimes,frequently,174,7,1274,High Screen Time (>6h)
underweight,female,pescatarian,walk/bicycle,None,90,24,17,wood,Yes,very frequently,84,6,2193,High Screen Time (>6h)
overweight,male,vegetarian,private,diesel,2074,18,1,natural gas,No,never,235,2,1438,High Screen Time (>6h)
normal,male,omnivore,walk/bicycle,None,91,19,9,electricity,Sometimes,rarely,242,7,1724,High Screen Time (>6h)
normal,male,vegetarian,public,None,1529,8,14,electricity,Yes,never,259,3,630,High Screen Time (>6h)
underweight,female,vegan,walk/bicycle,None,52,15,22,coal,No,rarely,297,2,1626,High Screen Time (>6h)
obese,female,vegan,walk/bicycle,None,78,14,8,coal,Sometimes,never,77,4,1529,High Screen Time (>6h)
obese,female,omnivore,private,lpg,4936,11,12,coal,Yes,rarely,204,6,3664,High Screen Time (>6h)
obese,female,vegan,public,None,1217,14,15,natural gas,Sometimes,frequently,282,4,2059,High Screen Time (>6h)
obese,female,pescatarian,walk/bicycle,None,68,9,6,electricity,No,very frequently,218,2,2476,High Screen Time (>6h)
obese,female,vegan,walk/bicycle,None,98,5,13,coal,Sometimes,rarely,223,3,1538,Low Screen Time (≤6h)
overweight,male,vegan,private,petrol,7258,7,14,wood,Yes,frequently,225,7,5146,High Screen Time (>6h)
obese,male,vegan,private,lpg,20,7,0,electricity,No,rarely,230,5,1249,High Screen Time (>6h)
overweight,male,vegan,public,None,1704,13,12,natural gas,No,rarely,221,6,1614,High Screen Time (>6h)
normal,female,omnivore,walk/bicycle,None,50,8,15,natural gas,Sometimes,very frequently,215,1,2263,High Screen Time (>6h)
obese,male,vegetarian,private,petrol,2300,9,23,coal,Yes,rarely,87,3,2709,High Screen Time (>6h)
obese,female,pescatarian,walk/bicycle,None,37,11,9,wood,Sometimes,never,138,3,1441,High Screen Time (>6h)
normal,male,pescatarian,private,petrol,7961,9,0,wood,No,frequently,240,5,5194,High Screen Time (>6h)
overweight,male,vegetarian,private,electric,209,13,10,coal,Yes,never,201,4,1700,High Screen Time (>6h)
normal,male,vegetarian,public,None,1683,11,17,coal,Yes,very frequently,68,7,2901,High Screen Time (>6h)
normal,male,omnivore,walk/bicycle,None,64,8,11,electricity,No,never,252,6,971,High Screen Time (>6h)
overweight,male,omnivore,public,None,1179,8,18,coal,Yes,never,291,4,2243,High Screen Time (>6h)
underweight,female,vegetarian,private,petrol,7917,9,24,natural gas,Yes,rarely,232,7,4383,High Screen Time (>6h)
obese,male,omnivore,private,petrol,6387,17,14,natural gas,Yes,very frequently,249,5,7295,High Screen Time (>6h)
obese,female,omnivore,walk/bicycle,None,12,20,14,wood,No,rarely,56,1,1195,High Screen Time (>6h)
underweight,female,vegan,public,None,1800,0,15,electricity,No,very frequently,291,5,2165,Low Screen Time (≤6h)
normal,female,pescatarian,private,electric,7088,1,5,coal,No,very frequently,104,4,2307,Low Screen Time (≤6h)
overweight,female,omnivore,private,diesel,4990,9,24,wood,Sometimes,very frequently,185,6,4304,High Screen Time (>6h)
underweight,female,omnivore,walk/bicycle,None,40,8,22,wood,Sometimes,frequently,287,6,1993,High Screen Time (>6h)
normal,male,pescatarian,walk/bicycle,None,60,11,16,natural gas,Sometimes,rarely,184,6,1705,High Screen Time (>6h)
obese,female,pescatarian,public,None,1041,11,12,electricity,Yes,frequently,104,2,1537,High Screen Time (>6h)
